experiment,seed,commit,rule,mode,cos_dyn,cos_static,cos_linear,cos_nn,cos_table,mse,rel_err,energy,stability,experience_gain,leakage,train_n,dev_n,test_n,test_sha256,hyperparam_lock,contamination,steps,verdict,field_only,notes
E26_experience_ablation_A_G,0xADEC,6dc63e8,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.971336,0.978684,0.969464,0.963486,0.000000,0.002389,0.231854,1.000000,0.999816,-0.017639,0,80,20,24,e9167963a6158791d1e7cc8ac5d7fb466fff8c9bf02ca6a369ccbf2f2a9d1cee,LOCKED,CLEAN,296280,NULL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.971 C1=0.971 C2=0.954 C3=0.927 C4=0.939 C5=0.876 C6=0.929; gain=-0.018; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xA30A,6dc63e8,transfer_translation,MODE_2_DYNAMIC_FIELD,0.996595,0.995830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,5364d9c6fd0ae5d1575e8e750a05e41529886d09ebb9e73a03554c818c5a13d1,LOCKED,CLEAN,268800,NULL,true,"B1=0.997 B2=0.994 B3=0.986; targets never in consolidation"
E28_continual_forgetting,0xA30A,6dc63e8,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.997674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,537600,PARTIAL,true,"R1..R4 retention [0.9946671435354797, 0.9969429557014305, 0.9993468626308698, 0.9997382692664929] forgetting=-0.005; CDT regularity replay"
E29_causal_intervention,0xA30A,6dc63e8,,,0.991832,0.986078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,63e1f964fb0f76aceb9afd649ee6613e5fb0952a7770ca306faa869d3c309d18,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.992 targeted=0.913 random=0.991 rollback=0.992; drop_t=0.079 drop_r=0.001 rollback_ok=true"
E30_serialize_reload_persistence,0xA30A,6dc63e8,,,0.993564,0.987498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,e23cf3c57270024c667cc1618e9665a6b7edbcf4bb8531bff20c2885129817ca,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.994 P1(enc+dyn)=0.994 P2(dyn+fresh_enc)=0.519 P3(cdt_stats)=0.987; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xA30B,6dc63e8,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xA30B,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.975360,0.995606,0.983998,0.966680,0.000000,0.002053,0.208323,1.000000,0.999579,0.000000,0,80,20,24,9a82659f9db0b7a7a15d08d0e1270b7c9019eb62c3ca90f70d28cf39fba99972,LOCKED,CLEAN,296348,NULL,true,"continuous T; X_new/B_new outside train; MSE=0.0021 rel=0.2083 energy=1.0000 stab=0.9996; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xA3CB,6dc63e8,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.874819,0.969032,0.901436,0.880816,0.000000,0.010432,0.499839,1.000000,0.999927,-0.058233,0,80,20,24,6f5c6eeef1b0a91fbe45946de30274ebb83a961fceb33cd77ba2a1428a9ec8ad,LOCKED,CLEAN,296308,PARTIAL,true,"C0=0.875 C1=0.875 C2=0.817 C3=0.932 C4=0.966 C5=0.948 C6=0.937; gain=-0.058; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xAD12,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.992044,0.991388,0.981740,0.988404,0.000000,0.000663,0.120529,1.000000,0.999826,0.000000,0,80,20,24,4ec0266d9e3d67e714e6cf035bbcd5fc0e14ec7f5622596389b8d46728d21b23,LOCKED,CLEAN,296331,PARTIAL,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xA30B,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.992607,0.999032,0.986280,0.975653,0.000000,0.000616,0.119461,1.000000,0.999978,0.000000,0,80,20,24,11d1c1ad95c23c346f2b23298fee20a80c822984e958dbfcf9669fd0ba0844c4,LOCKED,CLEAN,296348,PARTIAL,true,"rule_cos=0.993 traj_cos=0.997 anti_cos=0.983; antimem_drop=0.009"
E21_interpolation_vs_extrapolation,0xA30B,6dc63e8,translation_param,MODE_2_DYNAMIC_FIELD,0.985677,0.990982,0.983139,0.962761,0.000000,0.001194,0.164611,1.000000,0.999985,0.000000,0,108,20,24,e62976b82184e5c1da421cd13be29a7f1da75b2925d3a70cc2e43694d7fb90e7,LOCKED,CLEAN,400025,NULL,true,"interp_cos=0.977 extrap_cos=0.986 (dx denser curriculum; action geom-norm +0.25; train dx in [-2,2] test dx=3; n_train=108)"
E22_composition_rqm_off,0xA30B,6dc63e8,compose,MODE_2_DYNAMIC_FIELD,0.971461,0.981379,0.850950,0.770614,0.000000,0.003029,0.269485,1.000000,0.999944,0.000000,0,120,0,24,1e41ace962032656136cc06a25ccbec61e295aa63c9d648db8c811228b447e4c,LOCKED,CLEAN,444464,NULL,true,"seq-oracle compose RQM-OFF cos=0.971 static=0.981 step1=0.992; single-shot compose action cos=0.964; controls linear=0.851 nn=0.771 table=0.000"
E23_rollout_no_teacher_forcing,0xA30B,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.315229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.726468,0.000000,0,80,0,24,78f54ec4ab265d988e38d8018045c15ca6e07052e084379625d14ef5596dcf9e,LOCKED,CLEAN,296308,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.99629164628359, 0.9892919801551688, 0.9628913618860747, 0.7264682329817775, 0.4279844442050433, 0.370696873119285, 0.31522913246881096] energy [1.0, 0.9999999999999999, 1.0, 1.0, 1.0, 1.0, 1.0] (no teacher forcing)"
E24_static_vs_dynamic_paired,0xA30B,6dc63e8,,MODE_2_DYNAMIC_FIELD,0.990919,0.981568,0.983115,0.974458,0.000000,0.000757,0.132416,1.000000,0.999930,0.000000,0,80,0,24,eda93405b1a129a6affb19cf11c15b245fa74c08dbb41e8a2b6dc2d2df7e07e5,LOCKED,CLEAN,268800,NULL,true,"delta_mean=0.0094 median=0.0061 std=0.0102 bootstrap95%=[0.0061,0.0140] effect≈0.920"
E25_central_experience_cdt_cycle,0x4150,6dc63e8,scaling,MODE_2_DYNAMIC_FIELD,0.989968,0.994915,0.977693,0.978979,0.000000,0.000836,0.138845,1.000000,0.999906,0.000172,0,80,20,24,02b23f404641395cc9ddcdc71410ff3e0930a620b8a5cd9425bb9b13ba8f52a1,LOCKED,CLEAN,296336,NULL,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.990 without=0.990 gain=0.000; Y_new_unstored=true; memories OFF at eval"
E26_experience_ablation_A_G,0xADED,6dc63e8,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.906052,0.952060,0.909950,0.920075,0.000000,0.007829,0.431082,1.000000,0.999765,-0.039733,0,80,20,24,7534ca69f5cc25dac53898d18cbc4706b0732a810e0747f61dda95b97658c366,LOCKED,CLEAN,296275,PARTIAL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.906 C1=0.906 C2=0.866 C3=0.941 C4=0.861 C5=0.979 C6=0.944; gain=-0.040; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xA30B,6dc63e8,transfer_translation,MODE_2_DYNAMIC_FIELD,0.993763,0.995050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,481f866a8e46f9aefb742adb5675ff85602edc20764b11a82637e3588d6d6923,LOCKED,CLEAN,268800,NULL,true,"B1=0.994 B2=0.993 B3=0.981; targets never in consolidation"
E28_continual_forgetting,0xA30B,6dc63e8,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.995158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,537600,PARTIAL,true,"R1..R4 retention [0.991059956632466, 0.9910941957881719, 0.9991490432612763, 0.9993306149550502] forgetting=-0.008; CDT regularity replay"
E29_causal_intervention,0xA30B,6dc63e8,,,0.991652,0.985460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,72497a512862fa3a62ba8273033ed7363bf2f22b800a0e2ccadb95f6c66d229a,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.992 targeted=0.769 random=0.977 rollback=0.992; drop_t=0.223 drop_r=0.015 rollback_ok=true"
E30_serialize_reload_persistence,0xA30B,6dc63e8,,,0.991825,0.987043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0e006cd8d2bed96ddf44d7b645bc0335f1adbeb0ef426f4492d39f0da6251d03,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.992 P1(enc+dyn)=0.992 P2(dyn+fresh_enc)=0.597 P3(cdt_stats)=0.987; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xA30C,6dc63e8,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xA30C,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.969819,0.987779,0.969313,0.981811,0.000000,0.002515,0.235231,1.000000,0.999979,0.000000,0,80,20,24,20e66331b3ff93c20d98c4102449520fc9389ec20e039625a3bc6e2003ef3ddc,LOCKED,CLEAN,296348,NULL,true,"continuous T; X_new/B_new outside train; MSE=0.0025 rel=0.2352 energy=1.0000 stab=1.0000; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xA3CC,6dc63e8,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.920751,0.954565,0.931393,0.910150,0.000000,0.006604,0.390325,1.000000,0.999933,0.042102,0,80,20,24,519d7d4c65673cf1946cdce7026af67b3f5b113daca262259ca0c9157a66a732,LOCKED,CLEAN,296365,POSITIVE,true,"C0=0.921 C1=0.921 C2=0.963 C3=0.967 C4=0.898 C5=0.965 C6=0.944; gain=0.042; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xAD15,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.988415,0.994241,0.992598,0.985291,0.000000,0.000965,0.147560,1.000000,0.999934,0.000000,0,80,20,24,5d2a7dee10409acc4faa39ebb95a65ab4158144ff42afebc217505a1ddd43be5,LOCKED,CLEAN,296289,NULL,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xA30C,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.965298,0.999195,0.985177,0.953801,0.000000,0.002892,0.257968,1.000000,0.999916,0.000000,0,80,20,24,029747f4d6d6ff697319330e695803f2e6e034e6b9e2fb1cea1edddf64d00339,LOCKED,CLEAN,296348,PARTIAL,true,"rule_cos=0.965 traj_cos=0.998 anti_cos=0.967; antimem_drop=-0.002"
E21_interpolation_vs_extrapolation,0xA30C,6dc63e8,translation_param,MODE_2_DYNAMIC_FIELD,0.934102,0.992912,0.986715,0.961753,0.000000,0.005491,0.361965,1.000000,0.999980,0.000000,0,108,20,24,440adcb854758c00dd195504ed65fa2cf55ce95697f982449f40f969b54c43b4,LOCKED,CLEAN,400073,NEGATIVE,true,"interp_cos=0.965 extrap_cos=0.934 (dx denser curriculum; action geom-norm +0.25; train dx in [-2,2] test dx=3; n_train=108)"
E22_composition_rqm_off,0xA30C,6dc63e8,compose,MODE_2_DYNAMIC_FIELD,0.903189,0.949964,0.870508,0.793673,0.000000,0.005233,0.344392,1.000000,0.999962,0.000000,0,120,0,24,33292afea963a7a0ac463e0ca45a920d9cb50e687c872017fa2063bd67829c5b,LOCKED,CLEAN,444438,NULL,true,"seq-oracle compose RQM-OFF cos=0.903 static=0.950 step1=0.988; single-shot compose action cos=0.937; controls linear=0.871 nn=0.794 table=0.000"
E23_rollout_no_teacher_forcing,0xA30C,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,-0.125981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.387022,0.000000,0,80,0,24,507985e38bc530fac89451dc846448b3bf209622bf95fc464b9e8a602b3460d7,LOCKED,CLEAN,296365,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.9975180749655089, 0.9882865835813597, 0.9299933551290404, 0.3870224778066331, -0.128473651177639, -0.07764419788600627, -0.12598106129002368] energy [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0] (no teacher forcing)"
E24_static_vs_dynamic_paired,0xA30C,6dc63e8,,MODE_2_DYNAMIC_FIELD,0.992930,0.981410,0.975894,0.974571,0.000000,0.000589,0.118208,1.000000,0.999955,0.000000,0,80,0,24,5ffa33b76ad0dd4d49a4138070db709b627484f38aa3808efb448b7498c5f3b3,LOCKED,CLEAN,268800,NULL,true,"delta_mean=0.0115 median=0.0106 std=0.0077 bootstrap95%=[0.0087,0.0149] effect≈1.502"
E25_central_experience_cdt_cycle,0x4157,6dc63e8,scaling,MODE_2_DYNAMIC_FIELD,0.994949,0.998123,0.995932,0.991318,0.000000,0.000421,0.094021,1.000000,0.999931,0.042247,0,80,20,24,851cf00440a52670b7fe010c612461bf1881feb6a17ace56a401f5e65df424e8,LOCKED,CLEAN,296305,POSITIVE,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.995 without=0.953 gain=0.042; Y_new_unstored=true; memories OFF at eval"
E26_experience_ablation_A_G,0xADEA,6dc63e8,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.931191,0.951784,0.948466,0.927456,0.000000,0.005734,0.367734,1.000000,0.999823,-0.094864,0,80,20,24,ab0482b25d8d855ef5d3a0a5d1641acc5ffcc926449f0bb0a7e0682c7ef22558,LOCKED,CLEAN,296280,PARTIAL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.931 C1=0.931 C2=0.836 C3=0.912 C4=0.931 C5=0.964 C6=0.937; gain=-0.095; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xA30C,6dc63e8,transfer_translation,MODE_2_DYNAMIC_FIELD,0.994323,0.997153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,d4a8a24e3aec8bf66b006ae768e035c20e0c04566f72726ddbb90cae93df6eae,LOCKED,CLEAN,268800,NULL,true,"B1=0.994 B2=0.990 B3=0.990; targets never in consolidation"
E28_continual_forgetting,0xA30C,6dc63e8,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.996795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,537600,PARTIAL,true,"R1..R4 retention [0.992521050724497, 0.9962627462031385, 0.9995445433633127, 0.9988536026240923] forgetting=-0.006; CDT regularity replay"
E29_causal_intervention,0xA30C,6dc63e8,,,0.990902,0.991417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,531067b5cda2ae4171fca10261216d4926b0cca0d8df139fa592a7e3545b25f2,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.991 targeted=0.745 random=0.991 rollback=0.991; drop_t=0.246 drop_r=0.000 rollback_ok=true"
E30_serialize_reload_persistence,0xA30C,6dc63e8,,,0.994735,0.991002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,ca099a43a5de20c540e187baf10fbcf80e1230a7028b5cf78ceda71b607719ad,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.995 P1(enc+dyn)=0.995 P2(dyn+fresh_enc)=0.773 P3(cdt_stats)=0.991; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xA30D,6dc63e8,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xA30D,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.983699,0.996498,0.992123,0.983812,0.000000,0.001358,0.170583,1.000000,0.999901,0.000000,0,80,20,24,449b3f0ac20a844bf29640e7b9681213cec3e203dc54d1646843fe87209393b3,LOCKED,CLEAN,296308,NULL,true,"continuous T; X_new/B_new outside train; MSE=0.0014 rel=0.1706 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xA3CD,6dc63e8,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.849530,0.966539,0.961893,0.938997,0.000000,0.012539,0.529557,1.000000,0.998705,0.055169,0,80,20,24,fd28893ed7dca08c857b3c2367c3ce7a36303ae579ff2acd314f05c4eb19a011,LOCKED,CLEAN,296404,POSITIVE,true,"C0=0.850 C1=0.850 C2=0.905 C3=0.911 C4=0.925 C5=0.892 C6=0.805; gain=0.055; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xAD14,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.962825,0.981172,0.977473,0.982075,0.000000,0.003098,0.244257,1.000000,0.999956,0.000000,0,80,20,24,e4ed2eb4aa4ceaad74abebe2b54e69ad92b87e5707eea60ab903e5a17980874f,LOCKED,CLEAN,296264,NULL,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xA30D,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.976947,0.999765,0.993450,0.990645,0.000000,0.001921,0.206214,1.000000,0.999822,0.000000,0,80,20,24,c044bf97bf2b9733bcbdcc7f25e63adffb4f18469451ca8812958908e426be6d,LOCKED,CLEAN,296308,PARTIAL,true,"rule_cos=0.977 traj_cos=0.997 anti_cos=0.849; antimem_drop=0.128"
E21_interpolation_vs_extrapolation,0xA30D,6dc63e8,translation_param,MODE_2_DYNAMIC_FIELD,0.989316,0.996535,0.990348,0.976060,0.000000,0.000890,0.145084,1.000000,0.999975,0.000000,0,108,20,24,f1ff1e37cdf2eda4bee072f20fc81cd4ed707356560d307c1587af1d635554d0,LOCKED,CLEAN,400163,NULL,true,"interp_cos=0.981 extrap_cos=0.989 (dx denser curriculum; action geom-norm +0.25; train dx in [-2,2] test dx=3; n_train=108)"
E22_composition_rqm_off,0xA30D,6dc63e8,compose,MODE_2_DYNAMIC_FIELD,0.927821,0.956853,0.823147,0.671515,0.000000,0.010066,0.491235,1.000000,0.999977,0.000000,0,120,0,24,623919d2570c55da7d6ebc6b8ffb89c11e0d4976fd2eb4f6f88464fdb94e1c19,LOCKED,CLEAN,444596,NULL,true,"seq-oracle compose RQM-OFF cos=0.928 static=0.957 step1=0.991; single-shot compose action cos=0.879; controls linear=0.823 nn=0.672 table=0.000"
E23_rollout_no_teacher_forcing,0xA30D,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,-0.155663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.963475,0.000000,0,80,0,24,029f368cdd6ace93dc8139e73e67c0b8ac72652699d8ac0591bdd114454991af,LOCKED,CLEAN,296404,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.9973453506787068, 0.9937507179781728, 0.9858507402549561, 0.9634748270666266, 0.9409174166410397, 0.7758075686229922, -0.15566300646354028] energy [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0] (no teacher forcing)"
E24_static_vs_dynamic_paired,0xA30D,6dc63e8,,MODE_2_DYNAMIC_FIELD,0.993093,0.987887,0.976782,0.988083,0.000000,0.000576,0.115010,1.000000,0.999932,0.000000,0,80,0,24,bad51f692f6bb733fad67a2624caddbcf5882025f80ce5c17b13aaa04fb0e3ae,LOCKED,CLEAN,268800,NULL,true,"delta_mean=0.0052 median=0.0045 std=0.0059 bootstrap95%=[0.0030,0.0074] effect≈0.887"
E25_central_experience_cdt_cycle,0x4156,6dc63e8,scaling,MODE_2_DYNAMIC_FIELD,0.989157,0.997107,0.989264,0.967108,0.000000,0.000904,0.144841,1.000000,0.999863,0.033015,0,80,20,24,3e01fda30dcabbef81867e3e3678ad97f08826b5fa8d89d4375fec438ba8a431,LOCKED,CLEAN,296288,POSITIVE,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.989 without=0.956 gain=0.033; Y_new_unstored=true; memories OFF at eval"
E26_experience_ablation_A_G,0xADEB,6dc63e8,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.609143,0.976848,0.940622,0.948947,0.000000,0.032571,0.877605,1.000000,0.999860,0.337301,0,80,20,24,69e4f59e164d07aaac92f55eff735eed813b27c44056d06882d15f4e4f7adceb,LOCKED,CLEAN,296270,POSITIVE,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.609 C1=0.609 C2=0.946 C3=0.980 C4=0.901 C5=0.920 C6=0.838; gain=0.337; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xA30D,6dc63e8,transfer_translation,MODE_2_DYNAMIC_FIELD,0.995816,0.993316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,08baa975c6abe6e6102ffb9548a9b638feb194960e2b1f2081adca8a4dc50e2d,LOCKED,CLEAN,268800,NULL,true,"B1=0.996 B2=0.992 B3=0.981; targets never in consolidation"
E28_continual_forgetting,0xA30D,6dc63e8,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.996921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,537600,PARTIAL,true,"R1..R4 retention [0.9937866074451427, 0.9951425457467645, 0.9996709156166883, 0.9990820366419421] forgetting=-0.005; CDT regularity replay"
E29_causal_intervention,0xA30D,6dc63e8,,,0.991273,0.986057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,b52e1ac329a61750008fb2ed3190f7c39d371b950c22e6a17b34188e11a2f158,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.991 targeted=0.934 random=0.992 rollback=0.991; drop_t=0.058 drop_r=-0.000 rollback_ok=true"
E30_serialize_reload_persistence,0xA30D,6dc63e8,,,0.987470,0.981274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,37f5006b8b66ce4601d35ad67b3ec515e099cb6d19d22c6cbf045fcbbf98f6b5,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.987 P1(enc+dyn)=0.987 P2(dyn+fresh_enc)=0.822 P3(cdt_stats)=0.981; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xA30E,6dc63e8,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xA30E,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.919382,0.987319,0.972999,0.970263,0.000000,0.006718,0.397806,1.000000,0.999869,0.000000,0,80,20,24,9c559b75ebb3e3977a34176cae12a16ce4ac64b9eeab6bc84dda677aa7f12af6,LOCKED,CLEAN,296304,NEGATIVE,true,"continuous T; X_new/B_new outside train; MSE=0.0067 rel=0.3978 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xA3CE,6dc63e8,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.866471,0.937227,0.853816,0.779548,0.000000,0.011127,0.515426,1.000000,0.999954,0.070571,0,80,20,24,1801f2e39f0cfa432f41af9fa5574f0a35f070e9957752629071593869e05f82,LOCKED,CLEAN,296356,PARTIAL,true,"C0=0.866 C1=0.866 C2=0.937 C3=0.773 C4=0.917 C5=0.960 C6=0.935; gain=0.071; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xAD17,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.986449,0.990763,0.988219,0.986369,0.000000,0.001129,0.161031,1.000000,0.999944,0.000000,0,80,20,24,cdd9226285981db30f8c4be796fd985d57f9e5b8c9591044b506933fb48c6e41,LOCKED,CLEAN,296359,NULL,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xA30E,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.987910,0.999102,0.992063,0.973238,0.000000,0.001008,0.153345,1.000000,0.999834,0.000000,0,80,20,24,509986993856117d6bca320f5f067a7be99cfd6b123ad74e920a0e5a420ad1dd,LOCKED,CLEAN,296304,PARTIAL,true,"rule_cos=0.988 traj_cos=0.997 anti_cos=0.972; antimem_drop=0.016"
E21_interpolation_vs_extrapolation,0xA30E,6dc63e8,translation_param,MODE_2_DYNAMIC_FIELD,0.975612,0.993438,0.977252,0.965109,0.000000,0.002032,0.218747,1.000000,0.999978,0.000000,0,108,20,24,8059897f40431eb6439710d285f6b675f9b97a26bcdd47f278f4712bbe218508,LOCKED,CLEAN,400092,NULL,true,"interp_cos=0.978 extrap_cos=0.976 (dx denser curriculum; action geom-norm +0.25; train dx in [-2,2] test dx=3; n_train=108)"
E22_composition_rqm_off,0xA30E,6dc63e8,compose,MODE_2_DYNAMIC_FIELD,0.897789,0.938354,0.777573,0.575975,0.000000,0.018619,0.668071,1.000000,0.999953,0.000000,0,120,0,24,cd539775a3c07b3b3c0f31a99e7f178dd46228fec56f914df31cb02bf7e0250b,LOCKED,CLEAN,444469,NULL,true,"seq-oracle compose RQM-OFF cos=0.898 static=0.938 step1=0.995; single-shot compose action cos=0.777; controls linear=0.778 nn=0.576 table=0.000"
E23_rollout_no_teacher_forcing,0xA30E,6dc63e8,translation,MODE_2_DYNAMIC_FIELD,0.489306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.145099,0.000000,0,80,0,24,2697aa067a35cfed748a20d85ca828a90b8eff13f9ec67b961a66b974a17a4c0,LOCKED,CLEAN,296356,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.9871960813987264, 0.9354520905739824, 0.5761913584455751, -0.14509850190670417, 0.5861385381475562, 0.744476139044175, 0.4893056714946873] energy [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0] (no teacher forcing)"
