experiment,seed,commit,rule,mode,cos_dyn,cos_static,cos_linear,cos_nn,cos_table,mse,rel_err,energy,stability,experience_gain,leakage,train_n,dev_n,test_n,test_sha256,hyperparam_lock,contamination,steps,verdict,field_only,notes
E27_rule_transfer,0xA300,0aeaa14,transfer_translation,MODE_2_DYNAMIC_FIELD,0.988540,0.987075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0ed2be07bc4e221269aa9c79315bde81b6e9490be3b3771ff414ae26ad821c07,LOCKED,CLEAN,15120,NULL,true,"B1=0.989 B2=0.971 B3=0.975; targets never in consolidation"
E28_continual_forgetting,0xA300,0aeaa14,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.992443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,30240,PARTIAL,true,"R1..R4 retention [0.9876890693515886, 0.9892465789466357, 0.9970718782216469, 0.9957626032315271] forgetting=-0.008; CDT regularity replay"
E29_causal_intervention,0xA300,0aeaa14,,,0.982758,0.952348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,77ec6be58f9721dc74d49bdd423632f2183b28a2bc3df5b3bc87ebc9adc631d6,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.983 targeted=0.800 random=0.983 rollback=0.983; drop_t=0.183 drop_r=-0.000 rollback_ok=true"
E30_serialize_reload_persistence,0xA300,0aeaa14,,,0.970038,0.949035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,73342d52894836750964efd8678abbc25ca9235a8beda93fc579cbfd45780e06,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.970 P1(enc+dyn)=0.970 P2(dyn+fresh_enc)=0.879 P3(cdt_stats)=0.949; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xA301,0aeaa14,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xA301,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.987688,0.978787,0.970845,0.917819,0.000000,0.001026,0.155163,1.000000,0.999902,0.000000,0,28,10,12,c15fb7abe3cbe4fd766bea44898fba93edbeef342fe263015a13f8e4f500c518,LOCKED,CLEAN,16800,PARTIAL,true,"continuous T; X_new/B_new outside train; MSE=0.0010 rel=0.1552 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xA3C1,0aeaa14,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.987944,0.780622,0.989663,0.962032,0.000000,0.001005,0.152121,1.000000,0.999952,0.001373,0,28,10,12,cac74a73d1fd0582fdc080794eac8ef58fdfdce85672c8fc2e5d4c4d3e002a79,LOCKED,CLEAN,16800,NULL,true,"C0=0.988 C1=0.988 C2=0.989 C3=0.992 C4=0.971 C5=0.993 C6=0.989; gain=0.001; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xAD18,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.949691,0.963054,0.938868,0.691031,0.000000,0.004192,0.299783,1.000000,0.999927,0.000000,0,28,10,12,5c4539e188a23c8e9ab60741189e05c519ed7f7fc51a290c1430dbee7ac37b43,LOCKED,CLEAN,16800,NULL,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xA301,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.994601,0.998857,0.975949,0.985694,0.000000,0.000450,0.100978,1.000000,0.999926,0.000000,0,28,10,12,4245419fb9fbc62c5b750af8ede5014591c31ca5f19b76cd6238fc9509cc9356,LOCKED,CLEAN,16800,PARTIAL,true,"rule_cos=0.995 traj_cos=1.000 anti_cos=0.975; antimem_drop=0.019"
E21_interpolation_vs_extrapolation,0xA301,0aeaa14,translation_param,MODE_2_DYNAMIC_FIELD,0.882803,0.980461,0.876069,0.792065,0.000000,0.009766,0.483768,1.000000,0.999955,0.000000,0,20,6,6,6f39db9950b2a273680037ccd385944b9f18eafc701bc4611da2c81ceea152d9,LOCKED,CLEAN,12000,NEGATIVE,true,"interp_cos=0.848 extrap_cos=0.883 (dx protocol; train dx in [-2,2] test dx=3)"
E22_composition_rqm_off,0xA301,0aeaa14,compose,MODE_2_DYNAMIC_FIELD,0.970617,0.955844,0.988309,0.913020,0.000000,0.002449,0.242164,1.000000,0.999960,0.000000,0,28,0,12,7d87d117063dda13dc1176ec7834f205663f0831bb4bd264d69c3e114ed136e7,LOCKED,CLEAN,16800,PARTIAL,true,"D_phi RQM-OFF compose; controls static=0.956 linear=0.988 nn=0.913 table=0.000; RQM compose=control only"
E23_rollout_no_teacher_forcing,0xA301,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.168802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.792541,0.000000,0,28,0,12,a7def737e989a427f7053f68c32a62d76fa4c548475534ee0e58a63a778a0137,LOCKED,CLEAN,16800,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.9975545197217817, 0.9897019067617991, 0.955657285367529, 0.7925408244891877, 0.32872454797312217, 0.2756731310483594, 0.16880179610098364] energy [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0] (no teacher forcing)"
E24_static_vs_dynamic_paired,0xA301,0aeaa14,,MODE_2_DYNAMIC_FIELD,0.982632,0.968283,0.974740,0.963604,0.000000,0.001447,0.185096,1.000000,0.999893,0.000000,0,28,0,12,8f31890df5ecac490d91ae1199bc61d2318ea292d7b129712707b0dc8175bbaa,LOCKED,CLEAN,15120,NULL,true,"delta_mean=0.0143 median=0.0145 std=0.0108 bootstrap95%=[0.0083,0.0200] effect≈1.328"
E25_central_experience_cdt_cycle,0x415A,0aeaa14,scaling,MODE_2_DYNAMIC_FIELD,0.998351,0.998509,0.994472,0.976653,0.000000,0.000137,0.056595,1.000000,0.999957,-0.000320,0,28,10,12,96ce42954a222e4656254aabbe6971ae16a82e90b9fd4495855dadab5d096098,LOCKED,CLEAN,16800,NULL,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.998 without=0.999 gain=-0.000; Y_new_unstored=true; memories OFF at eval"
E26_experience_ablation_A_G,0xADE7,0aeaa14,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.993571,0.921703,0.989675,0.990559,0.000000,0.000536,0.109111,1.000000,0.999975,0.001306,0,28,10,12,095dc966d6b0dcc04cf7401a4cd8e00183050e069dc097ea2c69df36c478f278,LOCKED,CLEAN,16800,NULL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.994 C1=0.994 C2=0.995 C3=0.990 C4=0.977 C5=0.974 C6=0.985; gain=0.001; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xA301,0aeaa14,transfer_translation,MODE_2_DYNAMIC_FIELD,0.981453,0.990291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,c125a4cdba18fa584ca2fb63d13904e812a4e0d01ee548aaef1777ec0c768cf7,LOCKED,CLEAN,15120,NULL,true,"B1=0.981 B2=0.995 B3=0.962; targets never in consolidation"
E28_continual_forgetting,0xA301,0aeaa14,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.994063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,30240,PARTIAL,true,"R1..R4 retention [0.9841662472018599, 0.9947996545988257, 0.998852770922217, 0.9984337880618778] forgetting=-0.014; CDT regularity replay"
E29_causal_intervention,0xA301,0aeaa14,,,0.986257,0.966646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8c24a9cc387bfd56fe741d932938bf7855c14d14e406c2d0c1711feecc0aeab6,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.986 targeted=0.883 random=0.984 rollback=0.986; drop_t=0.104 drop_r=0.002 rollback_ok=true"
E30_serialize_reload_persistence,0xA301,0aeaa14,,,0.931033,0.973254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9e40cd5685ae17b00bcba745111b1cb07722091d17e581bf42ce6c232f30725b,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.931 P1(enc+dyn)=0.931 P2(dyn+fresh_enc)=0.728 P3(cdt_stats)=0.973; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xA302,0aeaa14,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xA302,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.981016,0.986619,0.959891,0.937788,0.000000,0.001582,0.192164,1.000000,0.999912,0.000000,0,28,10,12,d61951f64fa25bf53a1eb6a77ba5b522ea377fff97527ac10c9f5281897d7cd3,LOCKED,CLEAN,16800,NULL,true,"continuous T; X_new/B_new outside train; MSE=0.0016 rel=0.1922 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xA3C2,0aeaa14,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.995079,0.893433,0.991285,0.954988,0.000000,0.000410,0.095553,1.000000,0.999967,-0.008726,0,28,10,12,942d02bfa63dd59d66f0676bce2510d6421e81a4bb1050461f9f422c9652cf8a,LOCKED,CLEAN,16800,NULL,true,"C0=0.995 C1=0.995 C2=0.986 C3=0.990 C4=0.956 C5=0.983 C6=0.991; gain=-0.009; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xAD1B,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.980663,0.971481,0.966089,0.842419,0.000000,0.001611,0.193586,1.000000,0.999921,0.000000,0,28,10,12,474ddd1ca48112ce82a92da674599a85b4a26112d9bf521af6175828ce7a8bf0,LOCKED,CLEAN,16800,PARTIAL,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xA302,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.995491,0.999213,0.971470,0.983302,0.000000,0.000376,0.092698,1.000000,0.999949,0.000000,0,28,10,12,ab5d474b111b59aa9129782543532716088ff3c0d42986774df7563c279550e4,LOCKED,CLEAN,16800,PARTIAL,true,"rule_cos=0.995 traj_cos=0.997 anti_cos=0.977; antimem_drop=0.019"
E21_interpolation_vs_extrapolation,0xA302,0aeaa14,translation_param,MODE_2_DYNAMIC_FIELD,0.820021,0.987930,0.806519,0.985256,0.000000,0.014998,0.599600,1.000000,0.999938,0.000000,0,20,6,6,cf6a557255279aa044021b24e7becc93215c915708cc819a78bf71b0e6754d3e,LOCKED,CLEAN,12000,NEGATIVE,true,"interp_cos=0.840 extrap_cos=0.820 (dx protocol; train dx in [-2,2] test dx=3)"
E22_composition_rqm_off,0xA302,0aeaa14,compose,MODE_2_DYNAMIC_FIELD,0.971802,0.975389,0.974810,0.953346,0.000000,0.002350,0.234534,1.000000,0.999806,0.000000,0,28,0,12,ad9646e1d496e095398ec6694b8412389e7c65bb259cd7729d18c2f55698126c,LOCKED,CLEAN,16800,NULL,true,"D_phi RQM-OFF compose; controls static=0.975 linear=0.975 nn=0.953 table=0.000; RQM compose=control only"
E23_rollout_no_teacher_forcing,0xA302,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.803370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.911394,0.000000,0,28,0,12,91ca9bb93a35fddfaef55ebd59ea69dd88e4cf994baa001d1f75f751fb6fbb7b,LOCKED,CLEAN,16800,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.9988720070032396, 0.9953707920934253, 0.9797553046718334, 0.9113937293583484, 0.8016016011311162, 0.7974162344847238, 0.8033704754329518] energy [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0] (no teacher forcing)"
E24_static_vs_dynamic_paired,0xA302,0aeaa14,,MODE_2_DYNAMIC_FIELD,0.982109,0.963845,0.952466,0.953115,0.000000,0.001491,0.184496,1.000000,0.999936,0.000000,0,28,0,12,de721e6bf38aef14c1cb04fe33a8a501c431e1f5052848383d91c7607c809a8a,LOCKED,CLEAN,15120,NULL,true,"delta_mean=0.0183 median=0.0171 std=0.0256 bootstrap95%=[0.0050,0.0332] effect≈0.714"
E25_central_experience_cdt_cycle,0x4159,0aeaa14,scaling,MODE_2_DYNAMIC_FIELD,0.996950,0.998626,0.994270,0.945575,0.000000,0.000254,0.074670,1.000000,0.999951,-0.001520,0,28,10,12,aaf252084f5968ce34688adb526c6edabf051bdac543ad3eac73449ceec71cd7,LOCKED,CLEAN,16800,NULL,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.997 without=0.998 gain=-0.002; Y_new_unstored=true; memories OFF at eval"
E26_experience_ablation_A_G,0xADE4,0aeaa14,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.975951,0.828514,0.970960,0.933988,0.000000,0.002004,0.218496,1.000000,0.999872,0.014684,0,28,10,12,dc57839096b59a95e5d0f491d5e26476d9fb79beb71f72e6f933650406424544,LOCKED,CLEAN,16800,NULL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.976 C1=0.976 C2=0.991 C3=0.992 C4=0.968 C5=0.988 C6=0.985; gain=0.015; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xA302,0aeaa14,transfer_translation,MODE_2_DYNAMIC_FIELD,0.990724,0.994598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,61b4a7ed225f0f8bf2eec4cfa813ea3649239f9ff2e6ccf4333a7081877fb120,LOCKED,CLEAN,15120,NULL,true,"B1=0.991 B2=0.986 B3=0.981; targets never in consolidation"
E28_continual_forgetting,0xA302,0aeaa14,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.995092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,30240,PARTIAL,true,"R1..R4 retention [0.9925536791783273, 0.9908122166855242, 0.9985902921463258, 0.9984110824179685] forgetting=-0.006; CDT regularity replay"
E29_causal_intervention,0xA302,0aeaa14,,,0.985249,0.984912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,e457f4637aaf8c32a1bc9637c4b24dbabfee20a8e7d9a1ca1f15bfc2328fbfac,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.985 targeted=0.868 random=0.985 rollback=0.985; drop_t=0.118 drop_r=-0.000 rollback_ok=true"
E30_serialize_reload_persistence,0xA302,0aeaa14,,,0.989355,0.987157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,e581d348a949f535c08d377778209a02879ae6d565132c993e6ae700adfba8aa,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.989 P1(enc+dyn)=0.989 P2(dyn+fresh_enc)=0.724 P3(cdt_stats)=0.987; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xA303,0aeaa14,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xA303,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.947814,0.962876,0.922684,0.953807,0.000000,0.004349,0.319370,1.000000,0.999940,0.000000,0,28,10,12,353d85e7eb2757f14093c7e099973e43508c030ebe5101f7cad4ec4e67862457,LOCKED,CLEAN,16800,NULL,true,"continuous T; X_new/B_new outside train; MSE=0.0043 rel=0.3194 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xA3C3,0aeaa14,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.992040,0.847206,0.987538,0.979264,0.000000,0.000663,0.124543,1.000000,0.999959,-0.014094,0,28,10,12,2feb092f72dde2194c15186c6bce822650a688beaec67b08980b4d059608fdfa,LOCKED,CLEAN,16800,NULL,true,"C0=0.992 C1=0.992 C2=0.978 C3=0.955 C4=0.961 C5=0.982 C6=0.989; gain=-0.014; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xAD1A,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.973665,0.957670,0.956816,0.930589,0.000000,0.002195,0.214067,1.000000,0.999909,0.000000,0,28,10,12,709335434c19239cd5fb3d76d0a7d37c4301756a8bea51020f09c3ed6952f470,LOCKED,CLEAN,16800,PARTIAL,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xA303,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.985811,0.997709,0.959118,0.971944,0.000000,0.001182,0.159335,1.000000,0.999950,0.000000,0,28,10,12,cd8c4291ef7425b005394b87b6b9aa2218111bc1aa9fd440fcbfb89245c1b068,LOCKED,CLEAN,16800,PARTIAL,true,"rule_cos=0.986 traj_cos=0.996 anti_cos=0.985; antimem_drop=0.001"
E21_interpolation_vs_extrapolation,0xA303,0aeaa14,translation_param,MODE_2_DYNAMIC_FIELD,0.603359,0.927036,0.697248,0.420304,0.000000,0.033053,0.890568,1.000000,0.999813,0.000000,0,20,6,6,f49cb8e0d8e32c714123214c633db6085a3c21e8ab5cd0c99f4a8183679f646e,LOCKED,CLEAN,12000,NEGATIVE,true,"interp_cos=0.796 extrap_cos=0.603 (dx protocol; train dx in [-2,2] test dx=3)"
E22_composition_rqm_off,0xA303,0aeaa14,compose,MODE_2_DYNAMIC_FIELD,0.955208,0.922618,0.978005,0.929855,0.000000,0.003733,0.297438,1.000000,0.999961,0.000000,0,28,0,12,5cf5480415b0aa7ca748f8efef82843b14fc2f39f59b152403254e2b12adcd06,LOCKED,CLEAN,16800,PARTIAL,true,"D_phi RQM-OFF compose; controls static=0.923 linear=0.978 nn=0.930 table=0.000; RQM compose=control only"
E23_rollout_no_teacher_forcing,0xA303,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.603253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.842030,0.000000,0,28,0,12,4ceed8fd9e1d47296f342209b4397b62139f000c5991a2b4a5a1fc08560fda83,LOCKED,CLEAN,16800,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.9981628766407278, 0.992212095889598, 0.9655125625357162, 0.8420304553302095, 0.49263115138681357, -0.03330306523073975, 0.6032533510730889] energy [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0] (no teacher forcing)"
E24_static_vs_dynamic_paired,0xA303,0aeaa14,,MODE_2_DYNAMIC_FIELD,0.969485,0.954958,0.946030,0.832316,0.000000,0.002543,0.243690,1.000000,0.999904,0.000000,0,28,0,12,46cdde2f6008b4d0176804f067817a4b2f7aa18f2d071fdca7b1a1b154102e5f,LOCKED,CLEAN,15120,NULL,true,"delta_mean=0.0145 median=0.0063 std=0.0198 bootstrap95%=[0.0057,0.0249] effect≈0.733"
E25_central_experience_cdt_cycle,0x4158,0aeaa14,scaling,MODE_2_DYNAMIC_FIELD,0.998861,0.999464,0.999210,0.985737,0.000000,0.000095,0.046748,1.000000,0.999957,0.000123,0,28,10,12,7b4a7890d150bc9e324743d8aebe0930efbe6a8d9c663dc15dcc7d392ea96c14,LOCKED,CLEAN,16800,NULL,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.999 without=0.999 gain=0.000; Y_new_unstored=true; memories OFF at eval"
E26_experience_ablation_A_G,0xADE5,0aeaa14,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.995083,0.886315,0.993651,0.946188,0.000000,0.000410,0.098264,1.000000,0.999960,-0.003648,0,28,10,12,1310564dc73a1c746363d0671499c61ee7e60f1a575a0f8fda0a42120b36f80b,LOCKED,CLEAN,16800,NULL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.995 C1=0.995 C2=0.991 C3=0.986 C4=0.972 C5=0.990 C6=0.992; gain=-0.004; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xA303,0aeaa14,transfer_translation,MODE_2_DYNAMIC_FIELD,0.982476,0.984162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,b3b7c58175d3462d198a2369cf5f53ead6a07fefe1e447174c7d1607f4b368d2,LOCKED,CLEAN,15120,NULL,true,"B1=0.982 B2=0.976 B3=0.960; targets never in consolidation"
E28_continual_forgetting,0xA303,0aeaa14,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.991104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,30240,PARTIAL,true,"R1..R4 retention [0.9845268357690647, 0.985531220736036, 0.9985205063406446, 0.995836424822925] forgetting=-0.011; CDT regularity replay"
E29_causal_intervention,0xA303,0aeaa14,,,0.953891,0.958464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,b682193d852a336b44b0bccbc753e291fb7b5ea17e054d68c422064c970d69af,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.954 targeted=0.821 random=0.955 rollback=0.954; drop_t=0.133 drop_r=-0.001 rollback_ok=true"
E30_serialize_reload_persistence,0xA303,0aeaa14,,,0.968577,0.959909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,6fa342091c2f119b2f8e0e6cfcca7141763c117e26add764769c80c16af72ddc,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.969 P1(enc+dyn)=0.969 P2(dyn+fresh_enc)=0.820 P3(cdt_stats)=0.960; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xA304,0aeaa14,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xA304,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.971547,0.933449,0.888943,0.717770,0.000000,0.002371,0.234227,1.000000,0.999934,0.000000,0,28,10,12,6486064395d0143040f26f373bbd7434765a97e134dd6bd7247a67b6ad2cfa72,LOCKED,CLEAN,16800,PARTIAL,true,"continuous T; X_new/B_new outside train; MSE=0.0024 rel=0.2342 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xA3C4,0aeaa14,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.996213,0.889892,0.994963,0.987641,0.000000,0.000316,0.085632,1.000000,0.999948,-0.010253,0,28,10,12,960d2f0066f95f77923aa09599dfc9c7d7188e711a3a3d431437a4d653f74135,LOCKED,CLEAN,16800,NULL,true,"C0=0.996 C1=0.996 C2=0.986 C3=0.993 C4=0.973 C5=0.994 C6=0.996; gain=-0.010; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xAD1D,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.982882,0.980409,0.974186,0.970564,0.000000,0.001426,0.184494,1.000000,0.999921,0.000000,0,28,10,12,ce9c4823d22e69939e7c64fcbe8e2ed46231c2b30488d46550a8d34747e8c5a9,LOCKED,CLEAN,16800,PARTIAL,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xA304,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.990905,0.995008,0.977900,0.965339,0.000000,0.000758,0.127312,1.000000,0.999953,0.000000,0,28,10,12,3fbf96982725ee390e32f29be6fac7037283dc531d01b88cb7a8de3cf51abdb6,LOCKED,CLEAN,16800,PARTIAL,true,"rule_cos=0.991 traj_cos=0.994 anti_cos=0.973; antimem_drop=0.018"
E21_interpolation_vs_extrapolation,0xA304,0aeaa14,translation_param,MODE_2_DYNAMIC_FIELD,0.910747,0.949515,0.862945,0.884332,0.000000,0.007438,0.422164,1.000000,0.999936,0.000000,0,20,6,6,d92a16cbea188558b43ecc5b7c0cda9107bb9f396341dfdf37fcf5296d42d8fc,LOCKED,CLEAN,12000,NULL,true,"interp_cos=0.885 extrap_cos=0.911 (dx protocol; train dx in [-2,2] test dx=3)"
E22_composition_rqm_off,0xA304,0aeaa14,compose,MODE_2_DYNAMIC_FIELD,0.922479,0.966228,0.944922,0.853987,0.000000,0.006460,0.380196,1.000000,0.999860,0.000000,0,28,0,12,680a3f3a99b71d3632bee689363f49a385d63b9722fc7ff0573f5e2187e2f343,LOCKED,CLEAN,16800,NULL,true,"D_phi RQM-OFF compose; controls static=0.966 linear=0.945 nn=0.854 table=0.000; RQM compose=control only"
E23_rollout_no_teacher_forcing,0xA304,0aeaa14,translation,MODE_2_DYNAMIC_FIELD,0.441702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.929595,0.000000,0,28,0,12,fe985ab0f0f9b731988ddfc9c31f774b72ff90c08b6110f307bedbb3c0cdad48,LOCKED,CLEAN,16800,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.9986534239398986, 0.9945941259612233, 0.9794051665470979, 0.9295949867672565, 0.7531410908365523, 0.6485084490364538, 0.44170249022358354] energy [1.0, 0.9999999999999999, 1.0, 1.0, 1.0, 1.0, 1.0] (no teacher forcing)"
E24_static_vs_dynamic_paired,0xA304,0aeaa14,,MODE_2_DYNAMIC_FIELD,0.976833,0.952000,0.963118,0.922214,0.000000,0.001931,0.212052,1.000000,0.999946,0.000000,0,28,0,12,c7d0693180342800fa0d5aecd3c93308b0040cda9ef683dab9d588583aa59f8f,LOCKED,CLEAN,15120,NULL,true,"delta_mean=0.0248 median=0.0158 std=0.0293 bootstrap95%=[0.0101,0.0427] effect≈0.849"
E25_central_experience_cdt_cycle,0x415F,0aeaa14,scaling,MODE_2_DYNAMIC_FIELD,0.998514,0.998898,0.995873,0.977910,0.000000,0.000124,0.054071,1.000000,0.999961,-0.000637,0,28,10,12,b86f01b4e843c53ad1ff0fe04d353accf5cee25fb00a04bc763c0cc36ce86bd1,LOCKED,CLEAN,16800,NULL,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.999 without=0.999 gain=-0.001; Y_new_unstored=true; memories OFF at eval"
