experiment,seed,commit,rule,mode,cos_dyn,cos_static,cos_linear,cos_nn,cos_table,mse,rel_err,energy,stability,experience_gain,leakage,train_n,dev_n,test_n,test_sha256,hyperparam_lock,contamination,steps,verdict,field_only,notes
E26_experience_ablation_A_G,0xBDE2,ce282a2,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.773075,0.701550,0.767741,0.612261,0.000000,0.018910,0.649119,1.000000,0.999909,-1.034174,0,80,20,24,4652dcbe1cc1afa06b3890b840d864d3b12f068fc6582cf14efb0bde03a50163,LOCKED,CLEAN,1735306,PARTIAL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.773 C1=0.773 C2=-0.261 C3=0.470 C4=0.677 C5=0.584 C6=0.391; gain=-1.034; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xB304,ce282a2,transfer_translation,MODE_2_DYNAMIC_FIELD,0.918628,0.834483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,56fb5b795ba5fbf681659b816daf9b72df250d68fb76aafba7eb8a955ab38315,LOCKED,CLEAN,1177522,PARTIAL,true,"B1=0.919 B2=0.672 B3=0.987; targets never in consolidation"
E28_continual_forgetting,0xB304,ce282a2,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.978757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,2425480,PARTIAL,true,"R1..R4 retention [0.9912786823035319, 0.9273702093050918, 0.9985820090306761, 0.9977970589930281] forgetting=-0.007; CDT regularity replay"
E29_causal_intervention,0xB304,ce282a2,,,0.960419,0.955055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,2f4e76be94d4d8125700e1bfe6fa0d2766fc442e5745cbb0ec2c43daea16bd99,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.960 targeted=0.898 random=0.960 rollback=0.960; drop_t=0.063 drop_r=-0.000 rollback_ok=true"
E30_serialize_reload_persistence,0xB304,ce282a2,,,0.760217,0.980413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,98a221a396c542c51d437032b2a656c336c063b7e57354437c7842a0bf8edcf3,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.760 P1(enc+dyn)=0.760 P2(dyn+fresh_enc)=0.743 P3(cdt_stats)=0.980; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xB305,ce282a2,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xB305,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.963870,0.504074,0.915959,0.763338,0.000000,0.003011,0.263783,1.000000,0.999940,0.000000,0,80,20,24,88b973023ba5eb2009e873ed3338b15a065cc23025d223a6d0e74b242b4cdbcd,LOCKED,CLEAN,1503025,STRONG_POSITIVE,true,"v3.7 SoftScale-train + Relative-static-probe; continuous T; X_new/B_new outside train; MSE=0.0030 rel=0.2638 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xB3C5,ce282a2,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.706538,0.691749,0.230323,-0.324558,0.000000,0.024455,0.743499,1.000000,0.999923,-0.014182,0,80,20,24,760a534d2aa7012e0b6abcb40e11ed79133940fea50f3bd90f036fb26c25503c,LOCKED,CLEAN,1738695,NULL,true,"C0=0.707 C1=0.707 C2=0.692 C3=0.167 C4=0.601 C5=0.806 C6=0.490; gain=-0.014; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xBD1C,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.991360,0.317257,0.939259,0.946289,0.000000,0.000720,0.120167,1.000000,0.999900,0.000000,0,80,20,24,e3fac91c28eceea8d911557c97fc6a336bf2f9988c20219a42074c7b57e5ef6c,LOCKED,CLEAN,1560947,STRONG_POSITIVE,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xB305,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.997332,0.988115,0.950834,0.849797,0.000000,0.000222,0.071576,1.000000,0.999949,0.000000,0,80,20,24,9517fd62070c6648edfb19e6cc479e973dbaa680c871c8cf6e7c471a61a3a3da,LOCKED,CLEAN,1745573,PARTIAL,true,"rule_cos=0.997 traj_cos=0.997 anti_cos=0.987; antimem_drop=0.011"
E21_interpolation_vs_extrapolation,0xB305,ce282a2,translation_param,MODE_2_DYNAMIC_FIELD,0.979537,0.599246,0.958873,0.950138,0.000000,0.001705,0.200751,1.000000,0.999684,0.000000,0,108,20,24,4651c8cbc713f73d5783ffafa131712e7c7e73e5b22fcecffaebf6d468ce3a58,LOCKED,CLEAN,1942697,STRONG_POSITIVE,true,"v3.5 SoftScale-train + Relative-static-probe; interp_cos=0.996 extrap_cos=0.980 static_rel=0.599 (dx denser + multifamily; train dx in [-2,2] test dx=3; n_train=108)"
E22_composition_rqm_off,0xB305,ce282a2,compose,MODE_2_DYNAMIC_FIELD,0.867808,0.382260,0.959206,0.950257,0.000000,7.454801,0.280994,1.000000,0.999906,0.000000,0,120,0,24,90c8ab961b7206acf4fe243e3f661ec5689eb451d8b2e1bf4c6e11f39a589bc4,LOCKED,CLEAN,2151108,POSITIVE,true,"v3.7 mid-agree-gated hop2|shot(24/0) + disagree-lin∩mlp + Relative-static SoftScale-dyn RQM-OFF cos=0.868 static_rel=0.382 step1=0.996 pt_err=7.455; oracle-mid=0.904; soft-hybrid-diag=0.855; single-shot=0.960; linear=0.959 nn=0.950 table=0.000"
E23_rollout_no_teacher_forcing,0xB305,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.064134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.757620,0.000000,0,80,0,24,919cbf5a703e210bc17b79f3d9a884633ba39930e6f33f9b3e51c86581d168e4,LOCKED,CLEAN,1434173,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.9872885232851506, 0.9497567490234982, 0.8229505163911132, 0.7576197313268652, 0.7019283380700029, -0.06889373822342391, 0.06413406995885279] energy [1.0, 1.0, 1.0, 1.0, 1.0, 0.9999999999999999, 1.0] (v3.6: shared v3.5 mix retained; pure step eval; no TF; E22-focused levers)"
E24_static_vs_dynamic_paired,0xB305,ce282a2,,MODE_2_DYNAMIC_FIELD,0.978043,0.630190,0.956666,0.948553,0.000000,0.001830,0.203575,1.000000,0.999931,0.000000,0,80,0,24,d30be9eb856fa98b6e5e2c7be37b64a8dfb88ce4f3b1b950d0b8c851b4ceb95d,LOCKED,CLEAN,1559638,POSITIVE,true,"v3.7 SoftScale-dyn + Relative-static; delta_mean=0.3479 median=0.2973 std=0.1980 bootstrap95%=[0.2706,0.4230] effect≈1.757; static=NO_ACTION"
E25_central_experience_cdt_cycle,0x515E,ce282a2,scaling,MODE_2_DYNAMIC_FIELD,0.840956,0.506528,0.614204,0.505236,0.000000,0.013254,0.545986,1.000000,0.999874,-0.125200,0,80,20,24,0b7ee2cbde1e4eddf11b38bb066b50fe013f98be0ebf75fa4aa0b98fbbdda8c2,LOCKED,CLEAN,1729424,PARTIAL,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.841 without=0.966 gain=-0.125; Y_new_unstored=true; memories OFF at eval"
E26_experience_ablation_A_G,0xBDE3,ce282a2,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.796585,0.756702,0.748483,0.728611,0.000000,0.016951,0.617046,1.000000,0.999863,-0.208028,0,80,20,24,68e94ebc3a9f7c8986467ce12ebcb81df919e8a5c3d52860d96bd6d8e7b6787e,LOCKED,CLEAN,1752089,PARTIAL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.797 C1=0.797 C2=0.589 C3=0.570 C4=0.520 C5=0.445 C6=-0.033; gain=-0.208; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xB305,ce282a2,transfer_translation,MODE_2_DYNAMIC_FIELD,0.910752,0.831027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,5111f776fd73304597bf83fe43ee456d9c9c7f5199e03e40a264eaec093472db,LOCKED,CLEAN,1164440,POSITIVE,true,"B1=0.911 B2=0.865 B3=0.957; targets never in consolidation"
E28_continual_forgetting,0xB305,ce282a2,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.994394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,2429706,PARTIAL,true,"R1..R4 retention [0.9982697498102088, 0.9804524887117053, 0.9995754175783608, 0.9992782331385515] forgetting=-0.001; CDT regularity replay"
E29_causal_intervention,0xB305,ce282a2,,,0.989861,0.983515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0027f7806f5b58a961bcce98cf16d6ab7734c6849fb8f33a743187616833058e,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.990 targeted=0.879 random=0.986 rollback=0.990; drop_t=0.111 drop_r=0.004 rollback_ok=true"
E30_serialize_reload_persistence,0xB305,ce282a2,,,0.993612,0.986949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0b5718828fe24c10469759e1b07ac27af1f765bc3aa2d83231d99ea671779451,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.994 P1(enc+dyn)=0.994 P2(dyn+fresh_enc)=0.640 P3(cdt_stats)=0.987; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xB306,ce282a2,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xB306,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.961372,0.687338,0.942566,0.962000,0.000000,0.003219,0.269985,1.000000,0.999935,0.000000,0,80,20,24,24c92d48d5f078abd59646259d7b89eb5baf71bf037c8f4efb9ca07b348aeb6f,LOCKED,CLEAN,1538499,POSITIVE,true,"v3.7 SoftScale-train + Relative-static-probe; continuous T; X_new/B_new outside train; MSE=0.0032 rel=0.2700 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xB3C6,ce282a2,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.581655,0.736017,0.641215,-0.262806,0.000000,0.034862,0.846039,1.000000,0.999957,-0.346098,0,80,20,24,4df61ff80f285220a229b3bd5534819daaa4173b6c2cb2aed38189ae4ec95808,LOCKED,CLEAN,1741096,PARTIAL,true,"C0=0.582 C1=0.582 C2=0.236 C3=0.749 C4=0.109 C5=0.753 C6=0.595; gain=-0.346; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xBD1F,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.983818,0.686791,0.928483,0.844670,0.000000,0.001348,0.176802,1.000000,0.999739,0.000000,0,80,20,24,c0bba271573d834edc9824d9aa9d377fbc9dc6cf68fe6c4673de9afd615edc9a,LOCKED,CLEAN,1556369,STRONG_POSITIVE,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xB306,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.993653,0.995022,0.935911,0.910648,0.000000,0.000529,0.112345,1.000000,0.999912,0.000000,0,80,20,24,5723f3d290de3637a665ddf5868aac73e657c32fac9b292ecc0a18c1220abca4,LOCKED,CLEAN,1758597,PARTIAL,true,"rule_cos=0.994 traj_cos=0.996 anti_cos=0.993; antimem_drop=0.001"
E21_interpolation_vs_extrapolation,0xB306,ce282a2,translation_param,MODE_2_DYNAMIC_FIELD,0.908984,0.380967,0.912810,0.914670,0.000000,0.007585,0.426092,1.000000,0.999702,0.000000,0,108,20,24,c62963a8d7c39064f51d77713f4804514731585d8b8a7e6efe5c43945b773218,LOCKED,CLEAN,1940761,POSITIVE,true,"v3.5 SoftScale-train + Relative-static-probe; interp_cos=0.990 extrap_cos=0.909 static_rel=0.381 (dx denser + multifamily; train dx in [-2,2] test dx=3; n_train=108)"
E22_composition_rqm_off,0xB306,ce282a2,compose,MODE_2_DYNAMIC_FIELD,0.916777,0.198827,0.894830,0.860020,0.000000,3.024597,0.324448,1.000000,0.999931,0.000000,0,120,0,24,913ffe33f98c0f2689f225df1a7bf7f2875cd7aa155390b04eba5a9671df2c93,LOCKED,CLEAN,2160917,POSITIVE,true,"v3.7 mid-agree-gated hop2|shot(24/0) + disagree-lin∩mlp + Relative-static SoftScale-dyn RQM-OFF cos=0.917 static_rel=0.199 step1=0.969 pt_err=3.025; oracle-mid=0.923; soft-hybrid-diag=0.924; single-shot=0.947; linear=0.895 nn=0.860 table=0.000"
E23_rollout_no_teacher_forcing,0xB306,ce282a2,translation,MODE_2_DYNAMIC_FIELD,-0.609772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.230476,0.000000,0,80,0,24,45de8e6008f8e80c3da38aa8d4a4f36402a4835d6bfad5f533d34e3c9fe2c14d,LOCKED,CLEAN,1445309,PARTIAL,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.9894648277577206, 0.9327725509356203, 0.6075034450587027, 0.23047633232974443, -0.2175536930676024, -0.5003146133359645, -0.6097720336403667] energy [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0] (v3.6: shared v3.5 mix retained; pure step eval; no TF; E22-focused levers)"
E24_static_vs_dynamic_paired,0xB306,ce282a2,,MODE_2_DYNAMIC_FIELD,0.985118,0.529144,0.831255,0.690327,0.000000,0.001240,0.170212,1.000000,0.999965,0.000000,0,80,0,24,5e33949801be185a7b1c2fc1c47263cf56c5ae7409193de955af2cb179318557,LOCKED,CLEAN,1554265,POSITIVE,true,"v3.7 SoftScale-dyn + Relative-static; delta_mean=0.4560 median=0.3774 std=0.2535 bootstrap95%=[0.3646,0.5512] effect≈1.799; static=NO_ACTION"
E25_central_experience_cdt_cycle,0x515D,ce282a2,scaling,MODE_2_DYNAMIC_FIELD,0.746584,0.663891,0.608375,0.357803,0.000000,0.021118,0.702028,1.000000,0.999910,-0.157046,0,80,20,24,601e6b6e2d74b090ddf2fa8d8763d8e98e21708687cfaa8c0c553b4fe8672c11,LOCKED,CLEAN,1754125,PARTIAL,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.747 without=0.904 gain=-0.157; Y_new_unstored=true; memories OFF at eval"
E26_experience_ablation_A_G,0xBDE0,ce282a2,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.233202,0.419855,0.035955,-0.352172,0.000000,0.063900,1.196348,1.000000,0.999903,0.334584,0,80,20,24,fb1c818ec38ee5d89ed4c8586adaa1fb3dfbcf1d3dc4e9a21fb3d520ae76544a,LOCKED,CLEAN,1762801,PARTIAL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.233 C1=0.233 C2=0.568 C3=0.290 C4=0.476 C5=0.294 C6=0.642; gain=0.335; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xB306,ce282a2,transfer_translation,MODE_2_DYNAMIC_FIELD,0.730341,0.806333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,42f0bb96bf991af3eb011b08845ff3cd6b78fe1e35a89c543e04dfd18ad33da2,LOCKED,CLEAN,1194325,PARTIAL,true,"B1=0.730 B2=0.795 B3=0.968; targets never in consolidation"
E28_continual_forgetting,0xB306,ce282a2,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.995099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,2431640,PARTIAL,true,"R1..R4 retention [0.9987381585001458, 0.9835006763069027, 0.9992006287001732, 0.9989581000306172] forgetting=-0.000; CDT regularity replay"
E29_causal_intervention,0xB306,ce282a2,,,0.994456,0.994167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,d996f23ef06b61a16c6d4f729c9b606841ef61b58eb90983f65ec621298bca97,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.994 targeted=0.914 random=0.992 rollback=0.994; drop_t=0.080 drop_r=0.002 rollback_ok=true"
E30_serialize_reload_persistence,0xB306,ce282a2,,,0.947246,0.987753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,03d46d1905ba73dae8a9a7738e77ea463d6f83f5c879b44067a4e708b076d9f9,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.947 P1(enc+dyn)=0.947 P2(dyn+fresh_enc)=0.837 P3(cdt_stats)=0.988; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xB307,ce282a2,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xB307,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.962947,0.605412,0.913388,0.855613,0.000000,0.003088,0.268068,1.000000,0.999907,0.000000,0,80,20,24,d1612d55e73e5a57b5c9d2f4103c1e94db074f42a9c34dfd07e649f26132f0e1,LOCKED,CLEAN,1541334,STRONG_POSITIVE,true,"v3.7 SoftScale-train + Relative-static-probe; continuous T; X_new/B_new outside train; MSE=0.0031 rel=0.2681 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xB3C7,ce282a2,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.588495,0.567037,0.524946,0.264903,0.000000,0.034292,0.855296,1.000000,0.999981,-0.182507,0,80,20,24,f1e1ed2844d58ebb86815553ac7d27a95d92350cbf3853db9d0f0e3968290315,LOCKED,CLEAN,1751706,PARTIAL,true,"C0=0.588 C1=0.588 C2=0.406 C3=0.449 C4=0.193 C5=0.230 C6=0.509; gain=-0.183; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xBD1E,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.992625,0.506850,0.964723,0.916207,0.000000,0.000615,0.117910,1.000000,0.999929,0.000000,0,80,20,24,5aae40751e94a95b6f799f90fd113decaa8c9955504a6447a84aae047fc2539e,LOCKED,CLEAN,1550654,STRONG_POSITIVE,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xB307,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.994963,0.994519,0.919049,0.848180,0.000000,0.000420,0.099133,1.000000,0.999861,0.000000,0,80,20,24,29178b39805b83e1a42775adb8ea64b7ff4a530c19763ca75c1d7760938ba06d,LOCKED,CLEAN,1751367,PARTIAL,true,"rule_cos=0.995 traj_cos=0.995 anti_cos=0.993; antimem_drop=0.002"
E21_interpolation_vs_extrapolation,0xB307,ce282a2,translation_param,MODE_2_DYNAMIC_FIELD,0.934238,0.691455,0.943313,0.968237,0.000000,0.005480,0.362307,1.000000,0.999828,0.000000,0,108,20,24,78d4b807b91b55c873b74b1d627c407c41881d753a7554f04f4aa871f2dc2952,LOCKED,CLEAN,1967863,POSITIVE,true,"v3.5 SoftScale-train + Relative-static-probe; interp_cos=0.755 extrap_cos=0.934 static_rel=0.691 (dx denser + multifamily; train dx in [-2,2] test dx=3; n_train=108)"
E22_composition_rqm_off,0xB307,ce282a2,compose,MODE_2_DYNAMIC_FIELD,0.968481,0.177664,0.957787,0.881040,0.000000,4.767167,0.211894,1.000000,0.999898,0.000000,0,120,0,24,c10dd172f9389b44c744a7be5018b9b3fde9e0508acb68b5fe611e403dda0429,LOCKED,CLEAN,2146615,STRONG_POSITIVE,true,"v3.7 mid-agree-gated hop2|shot(24/0) + disagree-lin∩mlp + Relative-static SoftScale-dyn RQM-OFF cos=0.968 static_rel=0.178 step1=0.945 pt_err=4.767; oracle-mid=0.955; soft-hybrid-diag=0.966; single-shot=0.977; linear=0.958 nn=0.881 table=0.000"
E23_rollout_no_teacher_forcing,0xB307,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.944454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.201903,0.000000,0,80,0,24,77577a9d5772f72b688acb42410d3e25bf32e37f79b68cfda853826f0192aac2,LOCKED,CLEAN,1431923,STRONG_POSITIVE,true,"horizons [1, 2, 4, 8, 16, 32, 64] cos [0.6130079330370342, 0.023111552656267853, -0.30365410473765225, -0.20190279854224633, 0.618903260041367, 0.8072665748467157, 0.9444543306686392] energy [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0] (v3.6: shared v3.5 mix retained; pure step eval; no TF; E22-focused levers)"
E24_static_vs_dynamic_paired,0xB307,ce282a2,,MODE_2_DYNAMIC_FIELD,0.977622,0.325008,0.970717,0.932950,0.000000,0.001865,0.208708,1.000000,0.999809,0.000000,0,80,0,24,b39717ce42aa6f8a3ed4589ee1f253dc0dacc8ec38cb57f6bd96e065d85224ba,LOCKED,CLEAN,1562166,POSITIVE,true,"v3.7 SoftScale-dyn + Relative-static; delta_mean=0.6526 median=0.6536 std=0.3374 bootstrap95%=[0.5427,0.7706] effect≈1.934; static=NO_ACTION"
E25_central_experience_cdt_cycle,0x515C,ce282a2,scaling,MODE_2_DYNAMIC_FIELD,0.706283,0.705601,0.797077,0.699691,0.000000,0.024476,0.757123,1.000000,0.999711,0.253716,0,80,20,24,a066a09145dac2dad3b136b496d0685709594f509e3a265d44395670e9987cf8,LOCKED,CLEAN,1753880,PARTIAL,true,"cycle E→CDT→D_phi→Y_new; with_exp=0.706 without=0.453 gain=0.254; Y_new_unstored=true; memories OFF at eval"
E26_experience_ablation_A_G,0xBDE1,ce282a2,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.418634,0.319686,0.123306,0.294116,0.000000,0.048447,1.017564,1.000000,0.999728,0.029213,0,80,20,24,77b24172e8fa9590e5d0373e6408dddfa3782178ac0cfd40e71322d228ee28f3,LOCKED,CLEAN,1742030,NULL,true,"ablations A=no-exp B=unconsol C=consol D=corrupt E=irrelevant F=other-rule G=stats-only; C0=0.419 C1=0.419 C2=0.448 C3=0.539 C4=0.446 C5=0.347 C6=0.707; gain=0.029; FIELD_ONLY eval queries=0"
E27_rule_transfer,0xB307,ce282a2,transfer_translation,MODE_2_DYNAMIC_FIELD,0.829433,0.877622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,5e58c67d0d36d4ad4e0e0b3600a3b1d3fb926e32d7e4c493f415c60dea0cd4ec,LOCKED,CLEAN,1150862,NEGATIVE,true,"B1=0.829 B2=0.551 B3=0.712; targets never in consolidation"
E28_continual_forgetting,0xB307,ce282a2,,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.983550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,2425507,PARTIAL,true,"R1..R4 retention [0.9995080886081991, 0.9356877730347083, 0.9998075200128675, 0.9991952900696416] forgetting=0.000; CDT regularity replay"
E29_causal_intervention,0xB307,ce282a2,,,0.984487,0.981245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,d6e109839e93a5cd1140d0602d95aab087d4823cef0736896adea749b3064086,LOCKED,CLEAN,0,PARTIAL,true,"baseline=0.984 targeted=0.896 random=0.985 rollback=0.984; drop_t=0.089 drop_r=-0.000 rollback_ok=true"
E30_serialize_reload_persistence,0xB307,ce282a2,,,0.989846,0.994433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,b9da877c46e6d73d4b562541dc44c88bf09a4e7faf5f4b76497a0664eeb3ef10,LOCKED,CLEAN,0,PARTIAL,true,"P0(enc+dyn+cdt)=0.990 P1(enc+dyn)=0.990 P2(dyn+fresh_enc)=0.365 P3(cdt_stats)=0.994; in-process serialize/reload; OS restart deferred"
FASE_A_cleanroom_field_only,0xB308,ce282a2,,MODE_2_DYNAMIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,,LOCKED,CLEAN,0,POSITIVE,true,"clean-room defaults: random init, CDT empty, RQM/NN/table/attractor OFF; leakage=0"
E18_reinforced_rule_learning,0xB308,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.912500,0.251667,0.868971,0.451649,0.000000,0.007292,0.413494,1.000000,0.999881,0.000000,0,80,20,24,637e5bd651a02b5649f5df9582487049036b9d4fe3ca15370b0c80c2b915bcca,LOCKED,CLEAN,1569522,POSITIVE,true,"v3.7 SoftScale-train + Relative-static-probe; continuous T; X_new/B_new outside train; MSE=0.0073 rel=0.4135 energy=1.0000 stab=0.9999; path=input→FieldEncoder→D_phi→output; leak=0"
E18C_cdt_conditions_C0_C6,0xB3C8,ce282a2,rotation,MODE_3_DYNAMIC_PLUS_CDT_TRAINING,0.218489,0.226933,-0.340377,-0.375909,0.000000,0.065126,1.201827,1.000000,0.999780,0.170200,0,80,20,24,f7c93d2e5243577cc49bd30249fe5bd611a823e2dbdbe0d90feeaa01e9b0300e,LOCKED,CLEAN,1726755,PARTIAL,true,"C0=0.218 C1=0.218 C2=0.389 C3=0.309 C4=-0.172 C5=-0.200 C6=0.670; gain=0.170; FIELD_ONLY eval queries=0"
E19_provenance_audit,0xBD11,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.993740,0.442493,0.943794,0.949802,0.000000,0.000522,0.110489,1.000000,0.999905,0.000000,0,80,20,24,e6c1936ad0ef756bc9288bc7362b5f30dbb7aa8ddf87e96e779fa0e05aa0f16e,LOCKED,CLEAN,1551699,STRONG_POSITIVE,true,"flags train/dev/cdt/rqm/attr/table/nn/equiv=0/0/0/0/0/0/0/0; queries cdt/rqm/table/nn/attr=0/0/0/0/0; leak=0"
E20_rule_vs_trajectory_antimem,0xB308,ce282a2,translation,MODE_2_DYNAMIC_FIELD,0.998344,0.988818,0.832016,0.851779,0.000000,0.000138,0.056421,1.000000,0.999915,0.000000,0,80,20,24,fbca515534e89ad44d224ca6c1c8c825104136cfcfdb407c18aa56d7b22d1b63,LOCKED,CLEAN,1757657,PARTIAL,true,"rule_cos=0.998 traj_cos=0.996 anti_cos=0.991; antimem_drop=0.007"
